MAID	NAME	FORMULA	Ontology	INCHIKEY	SMILES	INSTRUMENTTYPE	ExactMass	PUBCHEM	Num_Spectra	Species	Cas	KEGG	Reaction	Pathway	Biospecimen	Healthcondition
MA003098	(4aS,6aS,6bR,8R,9R,10R,11R,12aR,14bS)-8,10,11-trihydroxy-9-(hydroxymethyl)-2,2,6a,6b,9,12a-hexamethyl-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-4a-carboxylic acid	C30H48O6	Lipids and lipid-like molecules|Prenol lipids|Triterpenoids	IDQVFXZQPGAVAM-LWWFSHPVSA-N	O=C(O)C12CCC(C)(C)CC2C3=CCC4C5(C)CC(O)C(O)C(C)(CO)C5C(O)CC4(C)C3(C)CC1	ESI-QTOF|ESI-QFT	504.345089256	23844063	11							
MA003099	(4aS,6aS,6bR,9R,10R,11R,12aR)-10,11-dihydroxy-9-(hydroxymethyl)-2,2,6a,6b,9,12a-hexamethyl-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-4a-carboxylic acid	C30H48O5	Lipids and lipid-like molecules|Prenol lipids|Triterpenoids	RWNHLTKFBKYDOJ-IJDLJTCJSA-N	O=C(O)C12CCC(C)(C)CC2C3=CCC4C5(C)CC(O)C(O)C(C)(CO)C5CCC4(C)C3(C)CC1	ESI-QTOF|ESI-QFT	488.350174636	23757202	10							
MA003100	(4aS,6aS,6bR,9R,10S,12aR,14bS)-10-[(2S,3R,4S,5S)-3-[(2S,3R,4R,5S,6S)-3,5-dihydroxy-6-methyl-4-[(2S,3R,4S,5R)-3,4,5-trihydroxyoxan-2-yl]oxyoxan-2-yl]oxy-4,5-dihydroxyoxan-2-yl]oxy-9-(hydroxymethyl)-2,2,6a,6b,9,12a-hexamethyl-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-4a-carboxylic acid	C46H74O16	Lipids and lipid-like molecules|Prenol lipids|Triterpenoids	IAGSHEHQJJTLLR-SAOPYPMHSA-N	O=C(O)C12CCC(C)(C)CC2C3=CCC4C5(C)CCC(OC6OCC(O)C(O)C6OC7OC(C)C(O)C(OC8OCC(O)C(O)C8O)C7O)C(C)(CO)C5CCC4(C)C3(C)CC1	ESI-QTOF|ESI-QFT	882.497686288	45359790	22							
MA003101	(4E,8E)-10-(4-hydroxy-6-methoxy-7-methyl-3-oxo-1H-2-benzofuran-5-yl)-4,8-dimethyldeca-4,8-dienoic acid	C22H28O6	Lipids and lipid-like molecules|Prenol lipids|Terpene lactones	NEGCNVRPGPHOAR-CCLLZULESA-N	O=C1OCC2=C1C(O)=C(C(OC)=C2C)CC=C(C)CCC=C(C)CCC(=O)O	ESI-QTOF|ESI-QFT	388.188588616	45782899	27							
MA003102	(4R,4aS,8aS)-4-hydroxy-4-(hydroxymethyl)-3,4a,8,8-tetramethyl-5,6,7,8a-tetrahydronaphthalen-1-one	C15H24O3	Organic oxygen compounds|Organooxygen compounds|Carbonyl compounds	CKASNEFFHUIZEG-AEGPPILISA-N	O=C1C=C(C)C(O)(CO)C2(C)CCCC(C)(C)C12	ESI-QTOF	252.17254462799997	14489281	5							
MA003103	(4S,4aR,8aS)-4-[(3R)-3-hydroxy-3-methylpent-4-enyl]-3,4a,8,8-tetramethyl-5,6,7,8a-tetrahydro-4H-naphthalen-1-one	C20H32O2	Lipids and lipid-like molecules|Prenol lipids|Diterpenoids	SGKBPTZDIUXCMW-LWCVALJOSA-N	O=C1C=C(C)C(CCC(O)(C=C)C)C2(C)CCCC(C)(C)C12	ESI-QTOF|ESI-QFT	304.240230264	23757252	18							
MA003104	(4S,5Z,6S)-4-(2-methoxy-2-oxoethyl)-5-[2-[(E)-3-phenylprop-2-enoyl]oxyethylidene]-6-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-4H-pyran-3-carboxylic acid	C19H20O5	Phenylpropanoids and polyketides|Coumarins and derivatives|Furanocoumarins	HHNCJFKRMZDTHW-WZUFQYTHSA-N	O=C1OC=2C=C3OC(CC3=CC2C=C1)C(OC(=O)C(=CC)C)(C)C	ESI-QTOF|ESI-QFT	328.13107374	21670035	9							
MA003105	Aesculetin dimethyl ether	C11H10O4	Phenylpropanoids and polyketides|Coumarins and derivatives|	GUAFOGOEJLSQBT-UHFFFAOYSA-N	COC1=C(OC)C=C2C=CC(=O)OC2=C1	ESI-QTOF|ESI-QFT|EI-B|ESI-ITTOF	206.0579088	8417	50	human|Bupleurum fruticescens|Ferula oopoda|Aralia chinensis|Aralia fargesii|Artemisia annua|Artemisia capillaris|Artemisia scoparia|Gonospermum fruticosum|Gonospermum gomerae|Microtropis japonica|Garcinia multiflora|Echinosophora koreensis|Pueraria lobata|Gentiana kuroo|Gentiana kurroo|Liriodendron tulipifera|Hibiscus taiwanensis|Cedrelopsis grevei|Cedrelopsis grevei Baill|Khaya ivorensis|Khaya senegalensis L.|Forsythia suspensa|Dendrobium aurantiacum var.denneanum|Dendrobium capillipes|Dendrobium densiflorum|Dendrobium thyrsiflorum|Rubia wallichiana DECNE|Aegle marmelos|Boronella koniambiensis|Citrus sinensis cv.Valencia|Dictamnus angustifolius|Fagara macrophylla|Phellodendron amurense|Phellodendron japonicum MAXIM|Zanthoxylum acanthopodium|Zanthoxylum ailanthoides|Zanthoxylum integrifoliolum|Zanthoxylum nitidum|Zanthoxylum schinifolium|Zanthoxylum simulans|Duranta repens	120-08-1	C09311				
MA003106	4'-Methoxychalcone	C16H14O2	Phenylpropanoids and polyketides|Linear 1,3-diarylpropanoids|Chalcones and dihydrochalcones	KJHHAPASNNVTSN-KPKJPENVSA-N	COC1=CC=C(C=C1)C(=O)C=CC1=CC=CC=C1	ESI-QTOF|ESI-QFT|EI-B	238.099379688	641818	30	human|Citrus limon	22966-19-4					
MA003107	(4S,5Z,6S)-4-(2-methoxy-2-oxoethyl)-5-[2-[(E)-3-phenylprop-2-enoyl]oxyethylidene]-6-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-4H-pyran-3-carboxylic acid	C15H12O2	Phenylpropanoids and polyketides|Linear 1,3-diarylpropanoids|Chalcones and dihydrochalcones	AETKQQBRKSELEL-ZHACJKMWSA-N	O=C(C=CC=1C=CC=CC1)C=2C=CC=CC2O	ESI-QTOF|ESI-QFT	224.083729624	638276	15							
MA003108	(4S,5Z,6S)-4-(2-methoxy-2-oxoethyl)-5-[2-[(E)-3-phenylprop-2-enoyl]oxyethylidene]-6-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-4H-pyran-3-carboxylic acid	C16H14O3	Phenylpropanoids and polyketides|Flavonoids|O-methylated flavonoids	YURQMHCZHLMHIB-UHFFFAOYSA-N	O=C1C2=CC(OC)=CC=C2OC(C=3C=CC=CC3)C1	ESI-QTOF|ESI-QFT	254.094294308	97860	22							
MA003109	(4S,5Z,6S)-4-(2-methoxy-2-oxoethyl)-5-[2-[(Z)-3-phenylprop-2-enoyl]oxyethylidene]-6-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-4H-pyran-3-carboxylic acid	C26H30O13	Lipids and lipid-like molecules|Prenol lipids|Terpene glycosides	JGHUOJAZXGSFRI-HOWDAYCMSA-N	O=C(O)C1=COC(OC2OC(CO)C(O)C(O)C2O)C(=CCOC(=O)C=CC=3C=CC=CC3)C1CC(=O)OC	ESI-QTOF|ESI-QFT	550.16864102	23786444	33							
MA003110	(4S,5Z,6S)-5-[2-[(E)-3-(4-hydroxy-3-methoxyphenyl)prop-2-enoyl]oxyethylidene]-4-(2-methoxy-2-oxoethyl)-6-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-4H-pyran-3-carboxylic acid	C27H32O15	Lipids and lipid-like molecules|Prenol lipids|Terpene glycosides	HWTKLHMQRXNNDR-PVZHQXNISA-N	O=C(O)C1=COC(OC2OC(CO)C(O)C(O)C2O)C(=CCOC(=O)C=CC3=CC=C(O)C(OC)=C3)C1CC(=O)OC	ESI-QTOF|ESI-QFT	596.174120324	45360172	25							
MA003111	(4S,5Z,6S)-5-[2-[(E)-3-(4-hydroxyphenyl)prop-2-enoyl]oxyethylidene]-4-(2-methoxy-2-oxoethyl)-6-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-4H-pyran-3-carboxylic acid	C26H30O14	Lipids and lipid-like molecules|Prenol lipids|Terpene glycosides	MGEVYVDQMTWJNV-HOPHSATRSA-N	O=C(O)C1=COC(OC2OC(CO)C(O)C(O)C2O)C(=CCOC(=O)C=CC3=CC=C(O)C=C3)C1CC(=O)OC	ESI-QTOF|ESI-QFT	566.1635556399999	45359788	27							
MA003112	(5S,9R)-14-(hydroxymethyl)-5,9-dimethyltetracyclo[11.2.1.0¹,¹⁰.0⁴,⁹]hexadecane-5-carboxylic acid	C20H32O3	Lipids and lipid-like molecules|Prenol lipids|Diterpenoids	HHAMKMUMKLXDFQ-KFRFNOKNSA-N	O=C(O)C1(C)CCCC2(C)C1CCC34CC(CO)C(CCC32)C4	ESI-QTOF|ESI-QFT	320.23514488399996	45359746	7							
MA003113	(5Z)-4-[2-[2-(3,4-dihydroxyphenyl)ethoxy]-2-oxoethyl]-5-ethylidene-6-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-4H-pyran-3-carboxylic acid	C24H30O13	Lipids and lipid-like molecules|Prenol lipids|Terpene glycosides	HKVGJQVJNQRJPO-GSDSTAPDSA-N	O=C(O)C1=COC(OC2OC(CO)C(O)C(O)C2O)C(=CC)C1CC(=O)OCCC3=CC=C(O)C(O)=C3	ESI-QTOF|ESI-QFT	526.16864102	24041586	18							
MA003114	(5Z)-4-[2-[[(1S,2S,3S,5R)-5-(1,3-dihydroxypropan-2-yl)-3-[2-[(3Z)-3-ethylidene-5-methoxycarbonyl-2-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-4H-pyran-4-yl]acetyl]oxy-2-methylcyclopentyl]methoxy]-2-oxoethyl]-5-ethylidene-6-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-4H-pyran-3-carboxylic acid	C43H62O24	Lipids and lipid-like molecules|Prenol lipids|Terpene glycosides	ZQXBVPNSSGEUCM-CVNCRVLDSA-N	O=C(O)C1=COC(OC2OC(CO)C(O)C(O)C2O)C(=CC)C1CC(=O)OCC3C(C)C(OC(=O)CC4C(=COC(OC5OC(CO)C(O)C(O)C5O)C4=CC)C(=O)OC)CC3C(CO)CO	ESI-QTOF|ESI-QFT	962.363102864	44715695	16							
MA003115	(6E,10Z,14E)-6,14-dimethyl-3-methylidene-2-oxo-3a,4,5,8,9,12,13,15a-octahydrocyclotetradeca[b]furan-10-carboxylic acid	C20H26O4	Lipids and lipid-like molecules|Prenol lipids|Terpene lactones	SORYERHBQFTRIK-AMVXUGKJSA-N	O=C(O)C1=CCCC(=CC2OC(=O)C(=C)C2CCC(=CCC1)C)C	ESI-QTOF|ESI-QFT	330.183109312	24011680	12							
MA003116	(9E)-11a-hydroxy-3,6,10-trimethyl-6,7,8,11-tetrahydro-4H-cyclodeca[b]furan-2,5-dione		Lipids and lipid-like molecules|Prenol lipids|Terpene lactones	SCOXWKWLFRIELY-WEVVVXLNSA-N		ESI-QTOF|ESI-QFT		71694468	28							
MA003117	(9Z,12E)-15,16-dihydroxyoctadeca-9,12-dienoic acid	C18H32O4	Lipids and lipid-like molecules|Fatty Acyls|Lineolic acids and derivatives	LKLLJYJTYPVCID-JVVXYUKTSA-N	O=C(O)CCCCCCCC=CCC=CCC(O)C(O)CC	ESI-QTOF|ESI-QFT	312.230059504	45783236	17							
MA003118	(E)-1-(2,4-dihydroxyphenyl)-3-[4-(3-methylbut-2-enoxy)phenyl]prop-2-en-1-one	C20H20O4	Phenylpropanoids and polyketides|Linear 1,3-diarylpropanoids|Chalcones and dihydrochalcones	VVSZRCIUFBADJQ-BJMVGYQFSA-N	O=C(C=CC1=CC=C(OCC=C(C)C)C=C1)C2=CC=C(O)C=C2O	ESI-QTOF|ESI-QFT	324.13615912	38355910	23							
MA003119	(E)-1-(3,4-dihydroxy-2,6-dimethoxyphenyl)-3-phenylprop-2-en-1-one	C17H16O5	Phenylpropanoids and polyketides|Linear 1,3-diarylpropanoids|Cinnamylphenols	VMTHPSSNJFUGBF-CMDGGOBGSA-N	O=C(C=CC=1C=CC=CC1)C=2C(OC)=CC(O)=C(O)C2OC	ESI-QTOF|ESI-QFT	300.099773612	24041588	28							
MA003120	(E)-2-(hydroxymethyl)-3-(3-oxo-5-propan-2-yl-4,5,6,7-tetrahydro-1H-2-benzofuran-4-yl)prop-2-enoic acid	C15H20O5	Lipids and lipid-like molecules|Prenol lipids|Terpene lactones	YWASZTJGPFRWMW-BJMVGYQFSA-N	O=C(O)C(=CC1C=2C(=O)OCC2CCC1C(C)C)CO	ESI-QTOF|ESI-QFT	280.13107374	45782757	27							
MA003121	(E)-5-hydroxy-N-[3-[5-[3-[[(E)-5-hydroxy-3-methylpent-2-enoyl]amino]propyl]-3,6-dioxopiperazin-2-yl]propyl]-3-methylpent-2-enamide	C22H36N4O6	Organic acids and derivatives|Carboxylic acids and derivatives|Amino acids, peptides, and analogues	CNQCBOHTKBVCFM-WXUKJITCSA-N	OC(=NCCCC1N=C(O)C(N=C1O)CCCN=C(O)C=C(C)CCO)C=C(C)CCO	ESI-QTOF|ESI-QFT	452.26348487199994	20839739	25							
MA003122	(E)-8-(4-hydroxy-6-methoxy-7-methyl-3-oxo-1H-2-benzofuran-5-yl)-2,6-dimethyloct-6-enoic acid	C20H26O6	Organoheterocyclic compounds|Isocoumarans|Isobenzofuranones	QPRODDKTRBCFPV-DHZHZOJOSA-N	O=C1OCC2=C1C(O)=C(C(OC)=C2C)CC=C(C)CCCC(C(=O)O)C	ESI-QTOF|ESI-QFT	362.17293855199995	25103244	28							
MA003123	(E)-N-[2-hydroxy-2-(4-hydroxyphenyl)ethyl]-3-(4-hydroxy-3-methoxyphenyl)prop-2-enamide	C18H19NO5	Phenylpropanoids and polyketides|Cinnamic acids and derivatives|Hydroxycinnamic acids and derivatives	VJSCHQMOTSXAKB-YCRREMRBSA-N	COC1=CC(C=CC(=O)NCC(O)C2=CC=C(O)C=C2)=CC=C1O	ESI-QTOF|ESI-QFT	329.126322708	24096391	8	human						
MA003124	(E,6S)-7-hydroxy-2-methyl-6-[(10S,13S,14S,17S)-4,4,10,13,14-pentamethyl-3-oxo-1,2,5,6,7,11,12,15,16,17-decahydrocyclopenta[a]phenanthren-17-yl]hept-2-enoic acid	C30H46O4	Lipids and lipid-like molecules|Prenol lipids|Triterpenoids	RLTDMRMWVUCOAI-BOVQQMIFSA-N	O=C(O)C(=CCCC(CO)C1CCC2(C3=C(CCC12C)C4(C)CCC(=O)C(C)(C)C4CC3)C)C	ESI-QTOF|ESI-QFT	470.339609952	23815406	14							
MA003125	1',2'-dihydro-2',6-dihydroxyrotenone	C23H24O8	Phenylpropanoids and polyketides|Isoflavonoids|Rotenoids	NSFCLBVWJYYZMR-DNVFCKCGSA-N	O=C1C2=CC=C3OC(CC3=C2OC4COC5=CC(OC)=C(OC)C=C5C14O)C(O)(C)C	ESI-QTOF|ESI-QFT	428.147117728	134875	26							
MA003126	1,2,3,6-tetragalloylglucose	C34H28O22	Phenylpropanoids and polyketides|Tannins|	RATQVALKDAUZBW-XPMKZLBQSA-N	O=C(OCC1OC(OC(=O)C2=CC(O)=C(O)C(O)=C2)C(OC(=O)C3=CC(O)=C(O)C(O)=C3)C(OC(=O)C4=CC(O)=C(O)C(O)=C4)C1O)C5=CC(O)=C(O)C(O)=C5	ESI-QTOF|ESI-QFT	788.107222536	73178	28							
MA003127	1,3,6-tri-O-galloylglucose	C27H24O18	Phenylpropanoids and polyketides|Tannins|	RNKMOGIPOMVCHO-SJMVAQJGSA-N	O=C(OCC1OC(OC(=O)C2=CC(O)=C(O)C(O)=C2)C(O)C(OC(=O)C3=CC(O)=C(O)C(O)=C3)C1O)C4=CC(O)=C(O)C(O)=C4	ESI-QTOF|ESI-QFT	636.096263928	452707	29							
MA003128	1,3,6-trihydroxy-2-(3-methylbut-2-enyl)xanthen-9-one	C18H16O5	Organoheterocyclic compounds|Benzopyrans|1-benzopyrans	BUVGSDAKOBKGFK-UHFFFAOYSA-N	O=C1C2=CC=C(O)C=C2OC3=CC(O)=C(C(O)=C13)CC=C(C)C	ESI-QTOF|ESI-QFT	312.09977361200004	26250237	24							
MA003129	1,4-dihydroxyanthraquinone	C14H8O4	Benzenoids|Anthracenes|Anthraquinones	GUEIZVNYDFNHJU-UHFFFAOYSA-N	O=C1C=2C=CC=CC2C(=O)C=3C(O)=CC=C(O)C13	ESI-QTOF|ESI-QFT	240.042258736	6688	18			C03968	R03455|R04126|R04360|R04361|R04362	map00565|map01100		
MA003130	Azuleno(5,6-c)furan-1(3H)-one, 4,4a,5,6,7,7a,8,9-octahydro-3,4,8-trihydroxy-6,6,8-trimethyl-	C15H22O5	Lipids and lipid-like molecules|Prenol lipids|Terpene lactones	MWDNWQAVYQDZQI-UHFFFAOYSA-N	O=C1OC(O)C2=C1CC(O)(C)C3CC(C)(C)CC3C2O	ESI-QTOF|ESI-QFT	282.146723804	156145	23							
MA003131	Muricarpone B	C19H22O5	Phenylpropanoids and polyketides|Diarylheptanoids|Linear diarylheptanoids	UHRUXUCWHIGENP-UHFFFAOYSA-N	O=C(CCC1=CC=C(O)C(O)=C1)CCCCC2=CC=C(O)C(O)=C2	ESI-QTOF|ESI-QFT	330.146723804	11573476	26	Amomum muricarpum	886226-15-9					
MA003132	1,7-bis(4-hydroxyphenyl)-5-methoxyheptan-3-one	C20H24O4	Phenylpropanoids and polyketides|Diarylheptanoids|Linear diarylheptanoids	PASZRDILCDRSOZ-UHFFFAOYSA-N	COC(CCC1=CC=C(O)C=C1)CC(=O)CCC1=CC=C(O)C=C1	ESI-QTOF|ESI-QFT	328.167459248	56776297	27	human					proteins	
MA003133	1-(3-ethyl-2,4-dihydroxy-6-methoxyphenyl)butan-1-one	C13H18O4	Organic oxygen compounds|Organooxygen compounds|Carbonyl compounds	GRQAKVFPDMDUIF-UHFFFAOYSA-N	O=C(C1=C(O)C(=C(O)C=C1OC)CC)CCC	ESI-QTOF|ESI-QFT	238.120509056	26470515	9							
MA003134	1-[(2E,4E)-6,7-Dihydroxy-2,4-octadienoyl]prolyl-N-methylvalyl-N2-methylalaninamide		Organic acids and derivatives|Carboxylic acids and derivatives|Amino acids, peptides, and analogues	YHEIGYJZSXWHJB-MKICQXMISA-N		ESI-QTOF|ESI-QFT		71694463	28							
MA003135	1-[2,4,6-trihydroxy-3-[7-hydroxy-2-(4-hydroxyphenyl)-3,4-dihydro-2H-chromen-4-yl]phenyl]dodecan-1-one	C33H40O7	Phenylpropanoids and polyketides|Flavonoids|Hydroxyflavonoids	JGXZVDAPLSTBGZ-UHFFFAOYSA-N	O=C(C1=C(O)C=C(O)C(=C1O)C2C3=CC=C(O)C=C3OC(C4=CC=C(O)C=C4)C2)CCCCCCCCCCC	ESI-QTOF|ESI-QFT	548.27740362	132031	27							
MA003136	10-[(4-methoxyphenyl)methyl]-4,7,9,13,15,29-hexamethyl-24-{[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}-22-oxa-3,6,9,12,15,29-hexaazatetracyclo[14.12.2.2¹⁸,²¹.1²³,²⁷]tritriaconta-18,20,23(31),24,26,32-hexaene-2,5,8,11,14,30-hexone	C46H58N6O14	Organic acids and derivatives|Carboxylic acids and derivatives|Amino acids, peptides, and analogues	UYXWCWJRGWWTGU-UHFFFAOYSA-N	O=C1N(C)C(C(O)=NC(C(=O)N(C)C2C(=O)N(C)C(C(O)=NC(C(O)=NC1C)C)CC3=CC=C(OC4OC(CO)C(O)C(O)C4O)C(OC5=CC=C(C=C5)C2)=C3)C)CC6=CC=C(OC)C=C6	ESI-QTOF|ESI-QFT	918.401100536	14033269	23							
MA003137	11,12,13-trihydroxy-4,5,8-trimethyl-3-(2-methylpropyl)-1H,2H,3H,4H,6aH,9H,10H,11H,12H,13H,14H,15H,15bH-cycloundeca[e]isoindole-1,15-dione	C24H37NO5	Alkaloids and derivatives|Cytochalasans|Aspochalasins	PLGNVFSTPJUFKJ-UKTHLTGXSA-N	O=C1CC(O)C(O)C(O)CCC(=CC2C=C(C)C(C)C3C(N=C(O)C123)CC(C)C)C	ESI-QTOF	419.267173284	9931899	12							
MA003138	11,12-dihydroxy-13-methoxy-4,5,8-trimethyl-3-(2-methylpropyl)-1H,2H,3H,4H,6aH,9H,10H,11H,12H,13H,14H,15H,15bH-cycloundeca[e]isoindole-1,15-dione	C25H39NO5	Alkaloids and derivatives|Cytochalasans|Aspochalasins	VMCFTVWDHVWSOB-GXDHUFHOSA-N	O=C1CC(OC)C(O)C(O)CCC(=CC2C=C(C)C(C)C3C(N=C(O)C123)CC(C)C)C	ESI-QTOF	433.28282334799997	23846520	12							
MA003139	11,22-dimethyl (6E,17E)-3,14-dioxo-8,19-bis({[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy})-4,9,15,20-tetraoxatricyclo[16.4.0.0⁷,¹²]docosa-6,10,17,21-tetraene-11,22-dicarboxylate	C34H44O22	Phenylpropanoids and polyketides|Macrolides and analogues|	MPZFKYARTKTCEC-HGYYSIBVSA-N	O=C(OC)C1=COC(OC2OC(CO)C(O)C(O)C2O)C3=CCOC(=O)CC4C(=COC(OC5OC(CO)C(O)C(O)C5O)C4=CCOC(=O)CC13)C(=O)OC	ESI-QTOF|ESI-QFT	804.232423048	45360171	21							
MA003140	11-(hydroxymethyl)-2,6,6,14,19-pentamethyl-7,16,18-trioxapentacyclo[12.6.1.0²,¹².0⁵,¹⁰.0¹⁷,²¹]henicosa-5(10),11-diene-3,8,15,20-tetrone	C24H28O8	Organoheterocyclic compounds|Furopyrans|	JIEVZPUBUDASNE-UHFFFAOYSA-N	O=C1OC(C2=C(C(=C3CC4(C(=O)OC5OC(C(=O)C(C54)C3(C(=O)C2)C)C)C)CO)C1)(C)C	ESI-QTOF|ESI-QFT	444.178417856	44715347	30							
MA003141	13,15-dihydroxy-9-methoxy-5-methyl-4-oxabicyclo[10.4.0]hexadeca-1(12),13,15-triene-3,11-dione	C17H22O6	Phenylpropanoids and polyketides|Macrolides and analogues|	LBVPDFGFLMFDPI-UHFFFAOYSA-N	O=C1OC(C)CCCC(OC)CC(=O)C=2C(O)=CC(O)=CC2C1	ESI-QTOF|ESI-QFT	322.14163842399995	14829837	14							
MA003142	15,16-dimethoxytricyclo[12.3.1.1²,⁶]nonadeca-1(18),2,4,6(19),14,16-hexaene-3,9,17-triol	C21H26O5	Phenylpropanoids and polyketides|Diarylheptanoids|Cyclic diarylheptanoids	UTKZLHKWTSXNQI-UHFFFAOYSA-N	OC1=CC=C2C=C1C3=CC(=C(OC)C(OC)=C3O)CCCCC(O)CC2	ESI-QTOF|ESI-QFT	358.178023932	45360038	24							
MA003143	15-(carbamoylmethyl)-10,11,23-trihydroxy-18-(3-methyl-2-oxopentanamido)-9,14,17-trioxo-N-[(1Z)-prop-1-en-1-yl]-8,13,16-triazatetracyclo[18.3.1.0²,⁷.0⁶,¹⁰]tetracosa-1(23),2(7),3,5,20(24),21-hexaene-12-carboxamide	C33H38N6O10	Organic acids and derivatives|Carboxylic acids and derivatives|Amino acids, peptides, and analogues	ZIAXNZCTODBCKW-WCIBSUBMSA-N	O=C(NC1C(O)=NC(C(O)=NC(C(O)=NC=CC)C(O)C2(O)C(=O)NC3=C(C=CC=C32)C4=CC(=CC=C4O)C1)CC(=N)O)C(=O)C(C)CC	ESI-QTOF|ESI-QFT	678.264941416	45782888	30							
MA003144	18b-glycyrrhetinic acid	C30H46O4	Lipids and lipid-like molecules|Prenol lipids|Triterpenoids	MPDGHEJMBKOTSU-AWOGJAJBSA-N	O=C(O)C1(C)CCC2(C)CCC3(C(=CC(=O)C4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1)C	ESI-QTOF|ESI-QFT	470.339609952	9897771	21							
MA003145	6,8-Dihydroxy-3-methylisocoumarin	C10H8O4	Phenylpropanoids and polyketides|Isocoumarins and derivatives|	OHHKDUWFPNAEHQ-UHFFFAOYSA-N	O=C1OC(=CC=2C=C(O)C=C(O)C12)C	ESI-QTOF|ESI-QFT	192.042258736	5280627	16	Ceratocystis minor|Torrubiella tenuis BCC12732|Colletotrichum lagenarium	1204-37-1					
MA003146	1H-2-Benzoxacyclotetradecin-1-one, 3,4,5,6,7,8,9,10-octahydro-14,16-dihydroxy-3-methyl-7-oxo-, (E)-	C18H22O5	Phenylpropanoids and polyketides|Macrolides and analogues|Zearalenones	MBMQEIFVQACCCH-XVNBXDOJSA-N	[H]C1=C([H])/C2=CC(O)=CC(O)=C2C(=O)OC(C)CCCC(=O)CCC1	ESI-QTOF|ESI-QFT	318.146723804	5375083	9	human						Infertility
MA003147	3,2'-Dihydroxy-4,4',6'-trimethoxychalcone	C18H18O6	Phenylpropanoids and polyketides|Linear 1,3-diarylpropanoids|Chalcones and dihydrochalcones	WMOWJHFPSNZXSK-GQCTYLIASA-N	O=C(C=CC1=CC=C(OC)C(O)=C1)C=2C(O)=CC(OC)=CC2OC	ESI-QTOF|ESI-QFT	330.11033829599995	5379071	8	Merrillia caloxylon	38186-71-9					
MA003148	2',4',6'-Trihydroxydihydrochalcone	C15H14O4	Phenylpropanoids and polyketides|Linear 1,3-diarylpropanoids|Chalcones and dihydrochalcones	QWQGMMRHTWIOGH-UHFFFAOYSA-N	OC1=CC(O)=C(C(=O)CCC2=CC=CC=C2)C(O)=C1	ESI-QTOF|ESI-QFT	258.089208928	1226045	15	human|Helichrysum tenuifolium|Lindera umbellata|Populus angustifolia|Populus balsamifera|Populus deltoides|Populus nigra	1088-08-0				proteins	
MA003149	2',4-Dihydroxy-3,4',6'-Trimethoxychalcone	C18H18O6	Phenylpropanoids and polyketides|Linear 1,3-diarylpropanoids|Chalcones and dihydrochalcones	BXXKRESPUSMTEI-FNORWQNLSA-N	O=C(C=CC1=CC=C(O)C(OC)=C1)C=2C(O)=CC(OC)=CC2OC	ESI-QTOF|ESI-QFT	330.110338296	5955473	9							
MA003150	2',5'-Dihydroxy-4-methoxychalcone	C16H14O4	Phenylpropanoids and polyketides|Linear 1,3-diarylpropanoids|Chalcones and dihydrochalcones	FUQGIYDZGLORRC-XBXARRHUSA-N	O=C(C=CC1=CC=C(OC)C=C1)C2=CC(O)=CC=C2O	ESI-QTOF|ESI-QFT	270.089208928	5355888	9	Cassia javanica	6342-92-3					
MA003151	2',6'-Dihydroxy-4'-methoxydihydrochalcone	C16H16O4	Phenylpropanoids and polyketides|Linear 1,3-diarylpropanoids|Chalcones and dihydrochalcones	MDMCODCJMHTFIZ-UHFFFAOYSA-N	COC1=CC(O)=C(C(=O)CCC2=CC=CC=C2)C(O)=C1	ESI-QTOF|ESI-QFT	272.104858992	169676	16	human|Mitrella kentii|Ononis natrix|Cryptocarya idenburgensis|Lindera umbellata|Mimulus aurantiacus|Piper aduncum|Piper hostmannianum var.berbicense|Adiantum sulphureum|Notholaena spp.|Pityrogramma spp.|Populus angustifolia|Populus balsamifera|Populus deltoides|Populus nigra	35241-55-5	C09644				
